Measure:mean	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-1_ses-1_T1w	44.354	56.6117	82.7899	58.6587	86.5273	79.5572	85.9803	96.5196	44.6265	33.675	82.6761	69.9963	72.2669	57.5	76.5228	88.8764	63.3333	59.4907	36.3284	52.25	82.8237	60.1965	86.2056	76.9844	83.3756	94.2635	68.5503	69.5056	75.1753	88.8746	57.4	56.5973	0.0	72.4717	0.0	0.0	0.0	0.0	0.0	77.939	99.7098	98.5732	98.5094	106.0992	106.984
sub-1_ses-2_T1w	41.0571	56.1146	81.6663	58.1971	85.2161	77.5155	84.9355	96.2138	41.47	31.41	81.6958	69.7032	70.8552	52.4322	73.3854	88.5036	64.3333	58.161	32.1843	47.048	81.4863	58.5989	84.0316	74.8344	81.6931	93.1947	66.4985	67.4921	73.4134	87.3275	59.8333	54.157	0.0	69.2261	0.0	0.0	0.0	0.0	0.0	76.7614	98.6469	93.6042	96.3473	100.135	111.3934
sub-1_ses-3_T1w	41.5964	52.4205	84.3641	59.499	88.0465	77.0594	85.3272	96.9734	42.0054	32.0028	83.4298	69.2084	70.8019	53.6734	73.7702	89.9219	66.0	58.376	33.1143	48.6815	85.2184	61.3541	86.386	75.1647	83.2498	96.6	67.6266	68.3135	74.2024	89.9782	54.2	54.4772	0.0	69.865	0.0	0.0	0.0	0.0	0.0	76.913	102.3625	96.5042	96.1593	103.1608	108.6717
sub-1_ses-4_T1w	41.6242	55.7622	85.6552	60.2533	86.4506	79.7427	86.5584	96.3787	41.7644	32.547	82.9143	70.5845	72.3961	54.4064	76.2687	89.5882	63.7143	57.5174	33.3843	46.4286	84.2768	60.6326	84.8537	75.6542	83.8129	94.8347	68.6748	71.2116	75.7879	88.9395	57.4444	52.9053	0.0	72.8565	0.0	0.0	0.0	0.0	0.0	76.6765	100.4353	95.8116	95.3373	101.9979	108.7615
sub-1_ses-5_T1w	42.917	54.741	83.9918	60.1388	87.4505	78.9501	85.8673	96.9735	42.7315	32.2788	82.2493	70.318	71.1772	53.832	74.1787	90.2428	64.1429	58.3428	33.2033	50.5714	81.3652	58.1479	84.3161	73.7461	81.3692	91.9486	66.667	68.3333	72.0627	86.9717	58.1429	55.8512	0.0	73.982	0.0	0.0	0.0	0.0	0.0	74.4692	100.8205	97.5536	97.9498	100.2962	107.7585
sub-1_ses-6_T1w	41.112	51.7568	83.7007	59.1283	88.7713	77.6103	85.8783	96.8571	41.9337	31.3746	83.8215	68.9813	71.8325	53.0997	74.9255	91.34	64.8	58.1566	32.7731	48.6699	82.9664	58.6391	86.3664	74.8856	82.4365	94.4873	67.4	68.9807	73.5388	89.139	59.0	55.5034	0.0	71.3451	0.0	0.0	0.0	0.0	0.0	74.1893	103.0857	94.7691	97.0699	99.3617	110.8517
sub-1_ses-7_T1w	39.7951	52.9848	87.5716	60.9527	87.045	77.1169	84.3092	89.0793	39.8359	32.2731	83.3339	69.9729	71.0431	51.0184	74.5604	88.6661	0.0	55.0169	30.9839	51.8333	85.1233	60.317	82.5983	72.7635	81.0732	91.488	66.8701	69.0583	72.3797	86.4425	59.1	51.5842	0.0	71.5356	0.0	0.0	0.0	0.0	0.0	76.0888	101.942	94.4645	92.2646	98.4237	108.9652
sub-1_ses-8_T1w	39.0764	50.3441	82.3763	56.8036	87.1021	76.6479	84.2897	96.4396	38.6601	29.4974	83.0748	68.2365	70.433	51.3546	73.6471	90.1855	60.2727	56.4481	29.3654	44.7009	82.5023	58.1653	85.5674	73.688	81.2869	94.3686	66.3608	67.6495	73.223	89.1394	53.0	53.2014	0.0	68.2812	0.0	0.0	0.0	0.0	0.0	77.159	102.3763	97.5738	95.6944	100.9124	107.143
sub-1_ses-9_T1w	38.8515	51.3198	84.7632	58.5425	88.7543	78.5491	85.7971	98.4055	40.1407	29.8947	83.7379	69.1035	71.1495	52.2475	75.6115	90.9428	61.7	55.5674	31.9191	48.3968	83.0241	59.2863	87.3353	74.8185	82.6695	95.4813	67.3976	67.5937	73.251	89.375	55.3182	53.7535	0.0	68.1447	0.0	0.0	0.0	0.0	0.0	73.5826	101.9724	96.6527	96.1627	102.9441	108.9325
sub-1_ses-10_T1w	42.6364	53.6752	85.0424	60.1328	85.7121	79.4786	86.226	97.5518	42.9338	32.7032	82.3305	68.945	71.8376	55.1494	78.703	90.1173	0.0	58.0	35.1929	48.0349	84.9904	61.8046	86.0168	76.7782	84.8687	96.4474	68.2645	70.0245	77.6585	89.5313	60.625	54.9693	0.0	72.1463	0.0	0.0	0.0	0.0	0.0	77.0325	98.8594	97.5	96.0212	104.7924	108.6273
sub-1_ses-11_T1w	41.0181	52.9664	84.3294	59.094	88.431	78.1909	86.2149	99.3085	41.4162	29.9471	82.5615	69.5479	71.1171	52.4885	75.1624	91.6079	62.8	56.9361	32.3659	47.7302	83.8603	59.5651	85.9468	76.4511	82.7379	96.063	66.6668	67.6391	75.2475	90.0851	56.913	54.7406	0.0	70.1176	0.0	0.0	0.0	0.0	0.0	80.5699	101.1912	98.7458	99.5726	103.6705	114.4945
sub-1_ses-12_T1w	40.4152	51.7143	83.9643	58.6741	87.1948	77.3151	85.6782	97.8165	42.9313	31.7072	81.9241	69.1929	71.2779	53.114	74.063	90.2189	62.3333	58.2319	32.8499	49.5746	82.8713	59.5554	85.9532	76.4935	82.6276	94.9454	67.0218	67.7837	75.6498	89.1684	55.75	54.4123	0.0	70.1164	0.0	0.0	0.0	0.0	0.0	80.7886	100.7987	96.2055	93.3059	100.5624	112.7326
sub-1_ses-13_T1w	41.3471	54.6103	82.7388	57.7251	85.8328	77.593	84.111	95.1532	42.3715	29.7098	80.7088	68.8651	71.8776	51.6974	75.5249	89.1817	62.5	58.0918	33.1818	50.5361	81.7903	59.1401	84.8578	75.2718	81.6062	92.9137	66.097	67.9926	75.4541	88.1702	60.1111	54.6134	0.0	71.521	0.0	0.0	0.0	0.0	0.0	76.8865	98.9633	93.2144	97.1923	101.4446	112.3304
sub-1_ses-14_T1w	39.5888	51.961	83.8541	60.2801	88.7085	77.6373	85.5507	97.5246	41.1839	29.5087	83.1372	69.6016	70.1966	52.0258	75.1714	91.2501	64.375	56.0803	31.2352	49.4724	82.726	59.5638	85.2935	74.5721	81.0119	93.6766	66.0604	67.925	74.0393	89.5522	55.2222	52.4577	0.0	67.6716	0.0	0.0	0.0	0.0	0.0	77.4171	102.1715	95.7284	96.6791	100.5794	113.3856
sub-1_ses-15_T1w	43.7482	56.046	83.6029	58.7868	86.6339	79.2003	86.6676	97.9432	43.2161	32.7933	81.6629	69.9714	72.6125	55.5214	77.8378	89.7021	63.0	57.3045	34.0887	50.3333	82.174	59.0129	84.7843	73.8716	82.5501	94.2478	66.9342	68.7747	75.8618	89.9813	58.3	53.7473	0.0	72.8479	0.0	0.0	0.0	0.0	0.0	73.2661	99.4615	96.7022	94.7952	104.3269	106.4706
sub-1_ses-16_T1w	38.8831	52.9716	84.5168	59.2416	87.1669	77.8986	83.9284	96.488	39.3165	28.836	82.4154	68.791	70.0327	50.5428	75.6588	91.4084	61.8333	56.3276	31.0228	49.3443	82.8464	58.9032	85.9441	74.9995	82.6187	95.7305	66.7655	68.8119	74.4972	88.579	58.875	53.0109	0.0	68.435	0.0	0.0	0.0	0.0	0.0	76.2228	101.0145	95.9897	97.8818	101.7566	113.0898
