Measure:mean	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-1_ses-17_T1w	40.8168	53.5197	82.7042	58.939	86.2208	78.5573	86.4969	98.1676	43.1323	30.8209	79.9074	69.8391	71.9575	53.2729	77.0068	90.4799	0.0	57.5768	32.7898	52.7698	82.0193	60.1424	85.0732	74.5292	83.2269	94.0057	67.3165	69.0308	75.3389	88.8307	61.4	54.1232	0.0	70.647	0.0	0.0	0.0	0.0	0.0	78.7593	101.1376	96.8333	97.272	104.1947	107.3248
sub-1_ses-18_T1w	41.2869	55.2114	84.0973	59.2479	88.3459	78.7509	85.9887	97.6539	42.6823	31.6013	83.4243	69.2841	71.6853	55.058	76.4642	90.8211	63.8333	57.0567	33.3056	49.8901	83.9649	60.7474	87.2537	74.8476	84.0317	95.9226	68.0662	69.7614	74.4394	90.6467	62.2	53.9253	0.0	72.7359	0.0	0.0	0.0	0.0	0.0	77.146	99.8719	95.6555	96.4925	104.7244	110.6901
sub-1_ses-19_T1w	38.7555	53.7522	83.3614	58.5061	86.3118	78.0239	85.0943	97.2757	41.4978	30.6388	83.1539	68.3763	72.0423	51.3823	76.8021	90.9313	61.0	57.3182	31.3981	47.2016	83.6338	59.8609	85.0106	74.2615	82.5289	94.6857	66.5904	68.2036	74.0566	90.1355	57.8	53.3759	0.0	71.3914	0.0	0.0	0.0	0.0	0.0	83.1049	99.2008	97.028	98.3243	105.9897	109.2201
sub-1_ses-20_T1w	41.6728	53.9533	83.9292	60.1788	88.026	78.5725	84.2266	95.5308	42.4502	31.7796	83.5972	70.0462	70.6376	54.0577	76.5587	91.0098	61.6667	56.6199	32.9551	50.5211	82.5301	58.935	85.7647	74.0865	82.4468	94.2719	67.3652	68.6864	72.2975	88.2886	58.625	55.5471	0.0	70.0697	0.0	0.0	0.0	0.0	0.0	77.6623	99.9939	95.4942	94.4069	103.2907	105.5587
sub-1_ses-21_T1w	44.018	53.1346	85.8176	61.059	87.9753	79.4089	86.2317	96.9781	44.0329	34.2755	84.5187	70.7014	71.672	56.1492	75.9714	90.1983	63.5	57.7015	35.5087	47.2841	85.0788	61.9435	86.9046	75.795	84.4575	95.1911	69.3496	70.2276	74.5345	88.9454	60.7	54.2775	0.0	71.2952	0.0	0.0	0.0	0.0	0.0	74.8024	101.2727	97.8683	96.3506	103.8954	105.235
sub-1_ses-22_T1w	38.4513	50.7212	85.7824	60.3695	87.4393	76.9321	84.1059	97.2453	41.1181	29.9689	83.4925	69.2181	71.129	51.6688	73.3764	90.7463	62.25	58.5418	31.0916	46.6368	84.1513	59.7991	87.3285	75.1378	81.6185	95.3806	66.5346	66.9481	73.8895	89.2073	58.2778	54.506	0.0	70.9359	0.0	0.0	0.0	0.0	0.0	77.0065	100.9047	97.0449	96.3256	104.1626	109.6341
sub-1_ses-23_T1w	39.9249	50.9769	85.2926	59.1581	87.133	77.1192	84.6253	97.8763	40.6058	28.9198	82.7041	68.2564	70.3906	52.8179	73.3831	90.9683	65.1429	60.9317	31.9519	49.5948	83.4315	58.7623	85.3404	75.538	82.0589	96.6348	67.2498	68.353	73.4296	89.3552	59.3333	55.2774	0.0	69.6159	0.0	0.0	0.0	0.0	0.0	71.6772	101.3953	96.7628	97.5259	105.0122	110.0333
sub-1_ses-24_T1w	41.8961	53.2282	83.1947	59.0511	87.114	78.7181	85.776	97.6853	43.6091	31.0264	82.7782	70.2891	71.7842	53.3623	76.2202	91.6708	63.8333	58.2794	33.6111	47.7521	81.672	58.227	85.3118	75.5068	82.4498	94.5868	67.1278	68.8185	73.9003	89.4925	56.6667	56.5922	0.0	71.1738	0.0	0.0	0.0	0.0	0.0	72.3551	100.1347	96.2667	94.7727	103.7495	108.672
sub-1_ses-25_T1w	41.8924	50.5797	82.7141	58.6482	87.4675	79.0833	85.095	95.8679	41.9147	31.8015	82.0844	69.1786	71.3441	53.8947	74.94	89.9693	62.875	56.4032	32.6488	49.3636	82.0063	59.2989	85.5216	75.0674	82.5071	93.7866	67.4018	67.1684	74.5359	87.4414	57.8333	53.4641	0.0	71.8304	0.0	0.0	0.0	0.0	0.0	76.2362	100.6785	96.9299	97.2122	100.8978	109.4072
sub-1_ses-26_T1w	37.003	50.9299	86.6621	59.2812	85.6117	76.7836	84.2909	97.0069	38.3768	29.0276	84.1804	69.4029	71.2636	48.6258	74.1213	90.8916	63.0	57.2574	28.5511	45.6478	85.4387	59.7568	84.3745	74.1921	81.4724	94.3206	65.4846	67.3544	74.5271	89.5455	56.5	52.5706	0.0	70.699	0.0	0.0	0.0	0.0	0.0	78.8344	98.6632	95.6437	96.6933	98.6058	110.9291
sub-1_ses-27_T1w	40.5009	52.8859	84.1339	58.1082	84.5949	77.8432	84.9297	96.2738	39.877	29.7049	81.5488	69.5986	71.6095	51.1733	75.7676	89.4463	0.0	56.4536	31.1122	48.7845	82.7149	59.1735	83.953	74.483	82.7163	93.831	66.8344	68.4186	75.2003	87.3001	56.8571	53.6722	0.0	71.0601	0.0	0.0	0.0	0.0	0.0	76.4421	100.1772	96.1489	97.4476	99.7603	110.7211
sub-1_ses-28_T1w	40.7759	53.2061	87.2437	62.5533	87.3954	78.0031	84.1924	96.1129	41.9272	32.203	84.1812	70.0333	72.0825	53.7668	75.7443	91.1443	65.8571	57.359	33.4673	48.9158	84.2199	60.6452	86.3409	74.7111	81.3227	94.174	68.0989	70.7764	73.8227	88.4043	53.5	53.5299	0.0	73.0731	0.0	0.0	0.0	0.0	0.0	72.0936	99.8142	95.3254	96.4893	103.4004	107.7304
sub-1_ses-29_T1w	41.0478	54.8356	86.16	60.6268	87.316	78.4048	86.1471	97.1288	42.3825	31.9643	83.1902	70.3248	72.0697	53.6498	75.4942	90.1076	66.0	57.1473	34.0793	52.3008	84.3682	61.1357	85.7583	76.1722	83.2165	94.6811	68.5423	70.2761	76.2983	89.5917	60.6667	54.2037	0.0	71.367	0.0	0.0	0.0	0.0	0.0	78.1544	101.3863	97.0801	98.5647	106.1839	109.6972
sub-1_ses-30_T1w	45.4394	56.0787	81.0857	62.0497	87.9699	80.3681	87.0669	96.5611	46.1535	34.0757	81.0322	70.9499	73.3189	57.254	77.781	89.2591	0.0	57.668	36.6038	54.7355	85.2016	62.7842	85.2191	76.0575	83.8818	93.6609	69.5362	71.0979	76.2192	87.0379	60.1429	54.4048	0.0	71.4563	0.0	0.0	0.0	0.0	0.0	73.8153	101.4053	94.9434	91.4288	101.1386	105.457
sub-1_ses-31_T1w	42.0162	51.5714	87.1612	61.1989	87.7628	80.1607	84.7052	95.5819	43.3143	33.1026	85.0448	70.1991	71.6969	56.0925	76.4801	91.6216	0.0	58.0863	34.0116	52.3333	86.9469	62.7735	86.0431	74.9467	82.6301	94.4252	69.6885	69.7028	74.6562	89.6841	57.3636	54.2681	0.0	71.0967	0.0	0.0	0.0	0.0	0.0	78.1105	100.3309	96.9663	95.5584	100.6971	110.0456
sub-1_ses-32_T1w	40.554	53.0619	81.817	56.7818	87.1625	76.9098	84.8422	96.2288	41.8346	30.3288	82.0824	69.0254	70.9735	53.8238	75.375	89.6831	62.7	58.7808	33.4887	47.6139	81.1753	57.8906	86.0606	75.1816	81.4839	92.8756	66.144	66.171	73.8139	88.8299	56.5714	54.1971	0.0	70.9548	0.0	0.0	0.0	0.0	0.0	78.0625	101.9061	96.9065	95.3054	101.1834	110.4983
sub-1_ses-33_T1w	41.1415	52.8	87.1067	62.179	87.8544	77.2863	85.4515	97.3049	42.4969	32.497	83.4853	70.8677	72.556	53.5014	74.7556	91.6393	63.75	55.5598	33.9333	51.2066	84.739	61.3625	86.3084	76.2369	82.3734	94.5586	67.5932	68.7947	75.3991	90.4416	57.125	55.1071	0.0	69.687	0.0	0.0	0.0	0.0	0.0	78.4857	101.5921	96.2939	95.0776	100.7183	111.9591
sub-1_ses-34_T1w	43.2185	55.1918	86.0404	61.7033	88.2608	77.3347	85.1368	95.977	43.9615	33.3685	84.3107	71.7558	72.325	56.5729	73.7291	90.4716	64.5	58.058	37.6934	51.7634	85.0498	61.6289	87.0316	75.624	82.9199	94.8335	68.4091	70.1713	73.729	89.189	61.0	56.7262	0.0	69.7976	0.0	0.0	0.0	0.0	0.0	76.7763	102.1943	97.0154	93.7315	99.5764	103.9765
sub-1_ses-35_T1w	43.9413	57.3406	84.5606	60.0042	88.4486	78.5037	86.6874	97.8912	43.7681	35.0006	85.1795	71.1255	73.0955	59.0827	75.1424	90.4395	67.0	57.2174	38.6275	54.6264	83.9851	61.4102	88.2919	76.7651	84.2308	96.1811	68.8533	69.7001	76.4564	90.0235	59.6667	55.5028	0.0	69.4954	0.0	0.0	0.0	0.0	0.0	71.9939	99.5968	94.4778	91.4649	99.0385	104.0661
sub-1_ses-36_T1w	45.4903	58.8788	85.5106	62.5497	89.1599	78.1482	86.9814	97.6461	44.7086	35.6844	84.6087	72.5583	73.7811	59.4138	74.2812	91.0682	66.0	58.0838	39.5036	50.9452	83.9398	61.3811	88.7817	76.6916	84.3263	96.7021	69.56	71.0599	74.6488	89.9179	54.1111	57.6771	0.0	71.6326	0.0	0.0	0.0	0.0	0.0	77.743	101.13	97.6887	93.8767	100.2353	105.1955
sub-1_ses-37_T1w	44.2979	56.4034	84.9214	61.0535	89.1344	79.2798	86.7933	97.3621	44.9689	34.5729	85.0796	71.4687	72.5464	58.674	75.3511	90.682	65.7143	56.5808	38.8516	54.526	83.6906	61.367	88.5458	77.2918	84.7288	96.6308	69.4378	70.6955	75.8222	90.8956	58.5556	58.4298	0.0	70.6122	0.0	0.0	0.0	0.0	0.0	78.5608	100.4377	95.8674	97.2045	101.4229	104.5523
sub-1_ses-38_T1w	46.2008	57.6881	86.7537	62.7855	89.274	78.5739	88.3268	99.0388	46.516	36.9472	86.032	72.7983	74.0948	60.8848	75.2135	91.1818	0.0	57.343	40.6348	52.9438	84.9433	62.0991	88.6555	77.7618	86.4237	97.407	70.2397	71.7724	77.2419	90.617	59.25	56.867	0.0	70.569	0.0	0.0	0.0	0.0	0.0	77.0664	100.0591	95.5927	94.0569	97.0427	104.8739
