lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-1_ses-1_T1w	2529.0	1282.0	5485.0	2574.0	2121.0	9749.0	11532.0	11730.0	3040.0	10740.0	7177.0	5253.0	5004.0	10898.0	2343.0	3453.0	4199.0	2091.0	3560.0	2297.0	9061.0	3317.0	14400.0	9682.0	2838.0	15491.0	21345.0	13770.0	13003.0	11549.0	869.0	3238.0	888.0	7998.0	1118520.0	1522172.901599
sub-1_ses-2_T1w	2560.0	1259.0	5433.0	2595.0	2113.0	9713.0	11195.0	11422.0	3010.0	10208.0	6932.0	5228.0	4698.0	10715.0	2553.0	3382.0	4142.0	2014.0	3574.0	2348.0	8795.0	3312.0	14178.0	9580.0	2738.0	15424.0	21112.0	13299.0	12301.0	11123.0	964.0	3024.0	946.0	8393.0	1118508.0	1530498.771945
sub-1_ses-3_T1w	2541.0	1190.0	5506.0	2515.0	2408.0	9609.0	11515.0	11211.0	3074.0	9940.0	7112.0	5314.0	4635.0	10576.0	2454.0	3460.0	4312.0	2075.0	3624.0	2360.0	9047.0	3196.0	14427.0	9519.0	2734.0	15858.0	21318.0	13650.0	12605.0	11298.0	975.0	3109.0	892.0	8183.0	1127454.0	1531849.496901
sub-1_ses-4_T1w	2485.0	1324.0	5370.0	2605.0	2247.0	9553.0	11284.0	11238.0	3024.0	10141.0	7142.0	5420.0	5278.0	10816.0	2561.0	3420.0	4194.0	2146.0	3697.0	2330.0	9008.0	3320.0	14220.0	9561.0	2937.0	15311.0	21365.0	13709.0	12682.0	11337.0	985.0	3100.0	904.0	7471.0	1117986.0	1529652.251987
sub-1_ses-5_T1w	2526.0	1260.0	5310.0	2521.0	2337.0	9598.0	11268.0	11428.0	3125.0	10147.0	7130.0	5428.0	4529.0	10809.0	2553.0	3411.0	4255.0	2009.0	3726.0	2364.0	9102.0	3260.0	14406.0	9503.0	2696.0	15398.0	20980.0	13588.0	12495.0	11292.0	963.0	2979.0	967.0	8358.0	1113547.0	1527840.307848
sub-1_ses-6_T1w	2437.0	1229.0	5318.0	2540.0	2171.0	9836.0	11281.0	11375.0	3131.0	10171.0	6979.0	5307.0	5425.0	10676.0	2495.0	3399.0	4194.0	2036.0	3556.0	2354.0	9188.0	3274.0	14237.0	9536.0	2889.0	15259.0	21065.0	13278.0	12635.0	11259.0	946.0	3069.0	937.0	7452.0	1124453.0	1521203.295587
sub-1_ses-7_T1w	2551.0	1303.0	5399.0	2434.0	2220.0	9765.0	11402.0	11589.0	3162.0	10094.0	7090.0	5299.0	4868.0	10809.0	2449.0	3347.0	4218.0	2064.0	3706.0	2321.0	9046.0	3237.0	14144.0	9425.0	2716.0	15363.0	21139.0	13361.0	12725.0	11203.0	997.0	3052.0	967.0	8072.0	1116471.0	1518062.105353
sub-1_ses-8_T1w	2533.0	1259.0	5502.0	2611.0	2281.0	9821.0	11168.0	11552.0	3072.0	10255.0	7007.0	5151.0	4740.0	10411.0	2519.0	3386.0	4233.0	1963.0	3594.0	2402.0	9153.0	3311.0	14547.0	9695.0	2634.0	15980.0	21403.0	13382.0	12807.0	11403.0	1009.0	3057.0	960.0	8326.0	1127406.0	1525395.784576
sub-1_ses-9_T1w	2365.0	1247.0	5303.0	2664.0	2184.0	9562.0	11424.0	11175.0	3068.0	10145.0	6996.0	5302.0	4820.0	10423.0	2446.0	3397.0	4160.0	1994.0	3475.0	2372.0	8914.0	3215.0	14159.0	9591.0	2815.0	15323.0	20767.0	13407.0	12328.0	11177.0	904.0	3033.0	901.0	7953.0	1119470.0	1527645.782925
sub-1_ses-10_T1w	2402.0	1263.0	5337.0	2547.0	2173.0	9841.0	11433.0	11373.0	3038.0	10296.0	6980.0	5075.0	4688.0	10970.0	2444.0	3340.0	4127.0	2021.0	3568.0	2276.0	8901.0	3234.0	14224.0	9734.0	2566.0	15639.0	21176.0	13353.0	13019.0	11353.0	917.0	2971.0	973.0	8140.0	1122629.0	1522506.165615
sub-1_ses-11_T1w	2479.0	1246.0	5501.0	2554.0	2372.0	9930.0	11411.0	11408.0	3075.0	10158.0	7220.0	5170.0	4595.0	10677.0	2479.0	3460.0	4243.0	2042.0	3638.0	2238.0	9156.0	3279.0	14436.0	9798.0	2744.0	15764.0	21480.0	13436.0	12701.0	11380.0	929.0	3079.0	961.0	8105.0	1123504.0	1517619.013061
sub-1_ses-12_T1w	2503.0	1237.0	5438.0	2569.0	2197.0	9664.0	11211.0	11090.0	2995.0	10169.0	7147.0	5418.0	4346.0	10801.0	2402.0	3450.0	4197.0	1928.0	3655.0	2360.0	9157.0	3310.0	14536.0	9527.0	2773.0	15713.0	21044.0	13718.0	12605.0	11367.0	948.0	2939.0	960.0	8424.0	1122107.0	1534494.998629
sub-1_ses-13_T1w	2496.0	1228.0	5248.0	2635.0	2135.0	9843.0	11393.0	11343.0	3021.0	10573.0	7119.0	5228.0	5397.0	10730.0	2416.0	3383.0	4078.0	2052.0	3610.0	2285.0	9095.0	3200.0	14294.0	9822.0	2746.0	15583.0	21036.0	13651.0	13009.0	11694.0	946.0	2657.0	961.0	7517.0	1119149.0	1521459.356656
