lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-1_ses-14_T1w	2399.0	1235.0	5287.0	2412.0	2189.0	9563.0	11092.0	11320.0	3085.0	10198.0	7000.0	5248.0	5132.0	10549.0	2334.0	3429.0	4144.0	2071.0	3562.0	2205.0	8893.0	3303.0	13838.0	9566.0	2619.0	14861.0	21012.0	12950.0	12501.0	10814.0	1008.0	3131.0	885.0	7618.0	1115723.0	1515725.221507
sub-1_ses-15_T1w	2527.0	1231.0	5270.0	2551.0	2320.0	9566.0	11191.0	11590.0	3074.0	10578.0	7032.0	5160.0	4745.0	11032.0	2499.0	3363.0	4129.0	2028.0	3707.0	2372.0	9049.0	3297.0	14098.0	9381.0	2848.0	15428.0	20438.0	13398.0	13018.0	11377.0	898.0	2946.0	891.0	8315.0	1125847.0	1518894.995241
sub-1_ses-16_T1w	2592.0	1239.0	5430.0	2540.0	2359.0	9523.0	11303.0	11173.0	3008.0	10219.0	7179.0	5110.0	5280.0	10505.0	2527.0	3408.0	4180.0	2005.0	3545.0	2378.0	8862.0	3279.0	14338.0	9595.0	2489.0	15854.0	21476.0	13333.0	12608.0	11393.0	931.0	3036.0	905.0	7482.0	1117342.0	1514997.76313
sub-1_ses-17_T1w	2384.0	1267.0	5311.0	2639.0	2264.0	9610.0	11440.0	11471.0	3012.0	10228.0	7112.0	5156.0	4827.0	10642.0	2365.0	3371.0	4110.0	2029.0	3585.0	2375.0	9072.0	3165.0	14167.0	9404.0	2778.0	15526.0	20618.0	13300.0	12918.0	11268.0	898.0	2962.0	938.0	8167.0	1120152.0	1520894.239342
sub-1_ses-18_T1w	2484.0	1255.0	5348.0	2689.0	2404.0	9460.0	11489.0	11388.0	3111.0	10193.0	7140.0	5219.0	4814.0	10768.0	2433.0	3342.0	4092.0	2007.0	3638.0	2398.0	9146.0	3272.0	14431.0	9772.0	2748.0	15662.0	21258.0	13248.0	12923.0	11377.0	971.0	2965.0	996.0	8092.0	1125119.0	1524080.00663
sub-1_ses-19_T1w	2386.0	1244.0	5148.0	2615.0	2135.0	9749.0	11110.0	11496.0	3033.0	10289.0	7143.0	5154.0	4919.0	10672.0	2450.0	3422.0	4245.0	2069.0	3519.0	2322.0	9000.0	3220.0	14312.0	9571.0	2736.0	15752.0	21132.0	13208.0	12736.0	11347.0	851.0	2816.0	959.0	7781.0	1120296.0	1511396.779697
sub-1_ses-20_T1w	2634.0	1259.0	5482.0	2532.0	2347.0	9860.0	11726.0	11387.0	3074.0	10144.0	7184.0	5416.0	4873.0	10513.0	2380.0	3532.0	4232.0	2087.0	3703.0	2438.0	9246.0	3253.0	14574.0	9766.0	2735.0	15703.0	21078.0	13675.0	12533.0	11069.0	911.0	2904.0	994.0	8137.0	1120909.0	1521727.123289
sub-1_ses-21_T1w	2360.0	1256.0	5338.0	2530.0	2274.0	9480.0	11201.0	11350.0	2902.0	10028.0	7019.0	5277.0	5108.0	10666.0	2419.0	3283.0	4215.0	2068.0	3705.0	2370.0	9245.0	3201.0	14419.0	9770.0	2681.0	15661.0	21290.0	13747.0	12726.0	11183.0	1013.0	2878.0	984.0	7975.0	1117714.0	1522418.22647
sub-1_ses-22_T1w	2366.0	1272.0	5626.0	2682.0	2388.0	9680.0	11688.0	11316.0	3012.0	10185.0	7155.0	5482.0	5439.0	10631.0	2402.0	3496.0	4269.0	2174.0	3620.0	2381.0	9332.0	3374.0	14677.0	9843.0	2620.0	15683.0	21770.0	13725.0	12582.0	11261.0	927.0	3065.0	915.0	7278.0	1117548.0	1531738.652034
sub-1_ses-23_T1w	2477.0	1256.0	5484.0	2648.0	2295.0	9766.0	11331.0	11399.0	3179.0	10327.0	7052.0	5314.0	4855.0	10655.0	2462.0	3515.0	4255.0	2057.0	3528.0	2516.0	9464.0	3278.0	14816.0	10018.0	2839.0	16102.0	21426.0	13584.0	12913.0	11337.0	926.0	3085.0	986.0	8263.0	1125378.0	1529547.594429
sub-1_ses-24_T1w	2530.0	1258.0	5544.0	2623.0	2118.0	9686.0	11657.0	11586.0	3025.0	10409.0	7193.0	5251.0	5356.0	10570.0	2502.0	3502.0	4337.0	2079.0	3677.0	2193.0	9205.0	3296.0	14531.0	10098.0	2625.0	15480.0	21793.0	13729.0	12807.0	11635.0	1020.0	3270.0	937.0	7607.0	1132691.0	1527441.742103
sub-1_ses-25_T1w	2524.0	1248.0	5440.0	2682.0	2289.0	9927.0	11590.0	11330.0	3097.0	10320.0	7202.0	5228.0	5599.0	10627.0	2404.0	3383.0	4150.0	2079.0	3740.0	2315.0	9214.0	3340.0	14483.0	9837.0	2727.0	15685.0	21217.0	13777.0	12871.0	11167.0	972.0	2964.0	997.0	7463.0	1120511.0	1518140.51578
sub-1_ses-26_T1w	2319.0	1252.0	5259.0	2655.0	2299.0	9559.0	10934.0	11228.0	2958.0	10081.0	6868.0	5340.0	4687.0	10305.0	2486.0	3268.0	4226.0	1871.0	3530.0	2430.0	8963.0	3207.0	14007.0	9328.0	2804.0	14866.0	20823.0	13049.0	12580.0	10948.0	981.0	3090.0	929.0	7973.0	1103676.0	1515796.923164
sub-1_ses-27_T1w	2389.0	1336.0	5455.0	2693.0	2285.0	9659.0	11610.0	11487.0	3059.0	10474.0	7030.0	5250.0	5042.0	10703.0	2468.0	3381.0	4227.0	2028.0	3642.0	2412.0	9229.0	3372.0	14484.0	10064.0	2668.0	15306.0	21410.0	13832.0	12935.0	11242.0	1058.0	3059.0	930.0	7746.0	1121957.0	1523979.663151
sub-1_ses-28_T1w	2406.0	1273.0	5328.0	2545.0	2311.0	9814.0	11215.0	11065.0	3095.0	10108.0	7002.0	5123.0	4786.0	10252.0	2476.0	3335.0	4238.0	2021.0	3551.0	2390.0	9063.0	3255.0	14194.0	9602.0	2679.0	15187.0	21100.0	12967.0	12459.0	11072.0	1023.0	3059.0	865.0	8192.0	1116823.0	1515117.576387
sub-1_ses-29_T1w	2437.0	1283.0	5249.0	2596.0	2182.0	9517.0	11035.0	10946.0	2893.0	10153.0	7022.0	5135.0	5168.0	10618.0	2395.0	3402.0	4071.0	2068.0	3689.0	2269.0	8822.0	3344.0	14006.0	9498.0	2775.0	14946.0	21193.0	13031.0	12412.0	11103.0	933.0	3199.0	965.0	7321.0	1112475.0	1516067.341611
sub-1_ses-30_T1w	2495.0	1263.0	5141.0	2696.0	2267.0	9644.0	11355.0	11470.0	3062.0	10006.0	7037.0	5138.0	5460.0	10405.0	2346.0	3307.0	4024.0	1998.0	3560.0	2221.0	8948.0	3154.0	13844.0	9786.0	2703.0	15190.0	20849.0	13229.0	12733.0	11182.0	976.0	3142.0	955.0	7561.0	1118572.0	1524703.256333
sub-1_ses-31_T1w	2444.0	1225.0	5240.0	2595.0	1976.0	9557.0	10956.0	11065.0	2966.0	10126.0	7032.0	5349.0	4936.0	10408.0	2414.0	3434.0	4096.0	2035.0	3499.0	2450.0	9125.0	3265.0	14114.0	9928.0	2863.0	15371.0	20851.0	13328.0	12573.0	11266.0	913.0	3186.0	942.0	8274.0	1109511.0	1526756.198849
sub-1_ses-32_T1w	2328.0	1255.0	5423.0	2515.0	2093.0	9577.0	11395.0	11370.0	2955.0	10293.0	7244.0	5412.0	5438.0	10738.0	2384.0	3415.0	4251.0	2047.0	3511.0	2294.0	9150.0	3389.0	14174.0	9676.0	2466.0	15510.0	21411.0	13430.0	13034.0	11503.0	985.0	3071.0	985.0	7430.0	1125886.0	1517587.725836
sub-1_ses-33_T1w	2476.0	1246.0	5570.0	2669.0	2445.0	9743.0	11415.0	11250.0	3096.0	10418.0	7206.0	5241.0	5336.0	10566.0	2504.0	3369.0	4195.0	2106.0	3575.0	2306.0	9176.0	3197.0	14718.0	9615.0	2730.0	15730.0	21337.0	13321.0	12687.0	11386.0	929.0	2899.0	956.0	7505.0	1119589.0	1533417.255795
sub-1_ses-34_T1w	2511.0	1233.0	5551.0	2727.0	2026.0	10162.0	11468.0	11441.0	3114.0	10367.0	7139.0	5294.0	5258.0	10583.0	2364.0	3416.0	4223.0	2085.0	3509.0	2308.0	9224.0	3245.0	14618.0	9715.0	2963.0	16183.0	21686.0	13601.0	12778.0	11261.0	843.0	2712.0	994.0	8032.0	1132027.0	1503403.154632
sub-1_ses-35_T1w	2616.0	1306.0	5647.0	2587.0	2197.0	10116.0	11646.0	11264.0	2997.0	10830.0	7186.0	5111.0	5293.0	10937.0	2441.0	3508.0	4245.0	2023.0	3414.0	2283.0	9144.0	3313.0	14716.0	9490.0	2851.0	15878.0	21737.0	13535.0	12857.0	11432.0	901.0	3093.0	901.0	7978.0	1147765.0	1502353.297981
sub-1_ses-36_T1w	2436.0	1238.0	5652.0	2634.0	1972.0	10355.0	11376.0	11630.0	3032.0	10908.0	7065.0	5194.0	5074.0	10646.0	2179.0	3519.0	4264.0	2007.0	3381.0	2264.0	9076.0	3279.0	14481.0	9670.0	2631.0	15563.0	21778.0	13460.0	13051.0	11477.0	985.0	2966.0	952.0	8003.0	1138930.0	1504065.528451
sub-1_ses-37_T1w	2411.0	1278.0	5658.0	2788.0	1916.0	10243.0	11769.0	11543.0	3049.0	10580.0	7224.0	5108.0	5298.0	10583.0	2361.0	3428.0	4155.0	1959.0	3439.0	2305.0	8961.0	3268.0	14502.0	9819.0	2727.0	15811.0	21639.0	13548.0	12493.0	11171.0	931.0	3029.0	963.0	8043.0	1134308.0	1499907.811028
sub-1_ses-38_T1w	2508.0	1217.0	5551.0	2690.0	2242.0	10086.0	11439.0	11172.0	2883.0	10538.0	7242.0	5393.0	5401.0	10575.0	2453.0	3488.0	4175.0	2145.0	3550.0	2201.0	8931.0	3393.0	14270.0	9468.0	2762.0	15516.0	21758.0	13396.0	12482.0	11221.0	872.0	2976.0	907.0	7821.0	1134785.0	1500552.226923
