Measure:mean	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-2_ses-11_T1w	37.1415	43.704	83.6945	60.4082	87.719	79.4348	88.1012	99.9621	45.6895	31.5375	82.8953	71.0836	71.6523	51.5699	76.5658	91.1114	64.3636	54.8746	34.7715	41.9897	84.5756	61.7445	87.2916	76.3249	84.829	97.0325	70.3257	70.7094	73.8335	90.003	61.9167	55.7171	0.0	71.5034	0.0	0.0	0.0	0.0	0.0	74.5301	100.2197	92.9923	85.7864	93.1105	101.8853
sub-2_ses-12_T1w	41.8786	43.6742	85.0534	63.7405	87.0882	80.7419	90.0646	100.2362	50.1385	33.3567	81.5365	72.2053	75.9141	53.3544	80.2491	90.3871	69.6667	53.0541	40.3534	44.0369	85.0008	63.8637	87.1538	80.2446	88.4833	99.4909	70.8881	72.6705	80.196	89.0913	0.0	57.1194	0.0	70.3575	0.0	0.0	0.0	0.0	0.0	73.232	101.5687	93.4802	88.5107	90.4146	99.3948
sub-2_ses-13_T1w	37.7037	42.4692	85.0954	62.1251	87.2562	80.0816	86.4859	97.972	46.6083	32.8542	83.4798	70.3247	71.7904	50.6866	77.0653	90.9906	64.8889	50.5804	36.0073	43.5737	86.4998	63.6898	87.981	76.551	84.7392	97.2534	70.5313	69.5807	75.5842	90.3991	60.4706	55.4787	0.0	72.0449	0.0	0.0	0.0	0.0	0.0	76.2515	99.2722	96.7045	89.4895	88.3423	102.9344
sub-2_ses-14_T1w	37.0823	44.1395	84.9019	62.4552	87.0223	78.2026	86.3985	98.3002	46.6417	33.2084	83.3766	70.4132	72.6613	50.6705	75.3762	91.0124	65.1818	53.1361	35.3143	45.8239	85.4631	63.015	86.521	74.8244	84.3471	96.2965	70.0721	69.9099	73.5947	89.7748	62.0	55.0223	0.0	72.5519	0.0	0.0	0.0	0.0	0.0	73.0671	100.5983	96.7786	87.2837	89.3847	103.5396
sub-2_ses-15_T1w	40.5753	45.0728	84.5511	62.0042	86.8501	79.8043	87.7078	99.1122	48.9653	35.5985	82.1057	72.0055	71.9729	54.2978	77.4637	89.0848	67.0	53.6771	38.9965	45.3227	85.904	63.6624	87.6462	78.0225	87.6782	99.4187	71.8784	71.5694	77.6322	90.0884	0.0	57.6285	0.0	72.9144	0.0	0.0	0.0	0.0	0.0	74.0123	101.077	94.5647	88.8419	90.3874	100.4938
sub-2_ses-16_T1w	35.5253	41.0903	83.6005	60.361	86.2891	77.6137	86.8125	98.7803	43.5998	31.233	81.8929	69.4758	70.6421	47.8665	75.1564	89.9072	62.0909	54.3851	32.4841	41.4205	84.1096	61.3555	86.9952	75.7684	84.7193	98.4917	69.2484	68.7469	73.4527	89.3023	57.5	52.0477	0.0	71.6931	0.0	0.0	0.0	0.0	0.0	77.1401	100.2226	96.2939	87.3613	100.9795	104.1863
sub-2_ses-17_T1w	40.7635	45.7703	85.0508	63.3886	86.6325	79.4415	87.779	98.2432	49.2458	34.565	82.8692	72.4821	71.9751	53.7015	77.8342	90.387	0.0	54.3423	38.8451	46.309	85.4741	63.666	88.1804	77.82	86.8635	97.4308	72.0724	71.3113	76.6443	89.3851	0.0	54.4527	0.0	72.2429	0.0	0.0	0.0	0.0	0.0	78.6349	100.2099	98.6263	96.2222	100.6029	101.2809
sub-2_ses-18_T1w	37.9827	43.3797	84.2322	61.6336	86.872	78.7612	86.7147	98.0809	46.6903	32.463	81.8445	71.239	70.4383	53.2534	75.4905	89.9401	65.5556	53.1729	36.4359	46.0	85.6313	63.1987	88.3232	77.1765	84.5687	97.3041	70.7274	69.7628	75.8071	90.1979	61.3333	54.7922	0.0	71.3596	0.0	0.0	0.0	0.0	0.0	69.1813	100.2181	96.8734	86.9827	92.4831	102.7526
sub-2_ses-19_T1w	37.649	42.0652	84.8226	62.1922	86.8474	78.4831	86.5357	97.6969	45.7096	32.8934	83.7263	70.5379	70.7096	50.6378	77.0925	89.8891	65.0	53.2275	36.0744	44.9211	85.3473	62.6191	87.7631	77.4203	87.0511	99.1082	70.729	71.2943	75.3402	88.9613	65.5	56.2433	36.0	71.5312	0.0	0.0	0.0	0.0	0.0	77.6487	100.8106	93.7312	87.7802	91.4399	100.3971
sub-2_ses-20_T1w	37.7621	42.2405	83.4816	59.6843	87.964	78.1448	86.2027	98.3068	47.1896	31.5796	82.3247	70.4588	70.8158	50.4421	74.6133	90.333	64.8462	54.9376	36.1252	43.6875	84.1271	60.9604	86.3333	75.8672	84.6955	97.2617	69.7969	69.7802	72.5605	89.3134	64.1667	58.0295	0.0	72.0972	0.0	0.0	0.0	0.0	0.0	72.5251	101.8943	93.8155	86.0835	91.9614	103.7192
sub-2_ses-21_T1w	39.989	43.736	84.5617	63.0074	87.0259	79.7669	86.8185	98.1318	48.5153	34.9937	81.7812	71.5312	71.417	53.3993	77.9431	88.4397	65.2	53.7569	36.9108	47.0438	85.9214	64.7708	86.2321	76.0337	85.5697	96.3362	70.4184	69.3741	75.2251	87.6286	64.0	53.6842	0.0	72.3196	0.0	0.0	0.0	0.0	0.0	76.4242	100.7554	94.6731	87.2426	89.7923	102.9735
sub-2_ses-22_T1w	36.9005	41.4808	82.7738	59.8895	87.3205	80.0982	86.3197	98.524	46.0462	31.1393	82.308	69.8233	70.9085	48.7165	77.5289	91.0594	64.375	53.6213	34.4352	41.9	83.8538	60.8485	86.2567	76.472	83.9208	96.1594	68.9641	69.3726	75.6647	90.1582	60.6667	54.9842	0.0	71.016	0.0	0.0	0.0	0.0	0.0	75.3165	100.6066	96.5112	87.3591	96.259	103.3635
sub-2_ses-23_T1w	38.0716	40.8907	83.3018	60.2784	87.2541	80.0569	87.682	99.5916	46.6511	30.9022	82.0572	69.9407	72.0962	50.5189	76.8981	90.9382	65.6667	51.6236	35.3942	45.0385	84.0395	61.3298	87.3056	76.381	85.7076	97.8923	70.5233	70.6732	73.3676	89.7102	64.6	54.5096	0.0	71.0167	0.0	0.0	0.0	0.0	0.0	75.1915	101.0901	92.1705	85.6655	91.9232	102.4282
sub-2_ses-24_T1w	37.7129	41.4062	83.5765	61.8059	86.8215	78.2997	85.9075	97.0506	46.6251	32.9419	82.9402	69.914	70.3129	50.9313	76.9983	90.4698	63.7619	53.9627	35.6641	43.4	84.8546	62.7214	86.9559	76.3807	85.2899	95.888	69.6738	70.4269	75.393	89.775	62.0	56.0951	0.0	71.3717	0.0	0.0	0.0	0.0	0.0	75.6062	100.5323	96.7071	93.3073	99.6808	103.2298
sub-2_ses-25_T1w	40.0303	43.8235	84.8299	62.0369	86.5068	78.4783	87.6179	99.1595	48.5453	33.8751	82.157	71.2536	72.9987	53.2932	77.8694	89.303	63.75	53.1401	37.0393	44.1021	86.0334	63.6124	87.6466	77.5051	89.2171	100.2266	71.1831	71.8458	78.1362	90.2372	65.8	55.1015	0.0	72.2065	0.0	0.0	0.0	0.0	0.0	74.1386	100.2856	93.5061	88.5339	90.0779	100.0699
sub-2_ses-26_T1w	37.3951	43.5667	84.74	62.0395	87.2678	77.1115	85.1948	97.2376	46.9768	33.7225	83.8428	70.7921	71.9603	49.6621	74.4335	90.4843	65.0769	51.8158	35.1382	44.1062	85.8268	62.7815	87.0782	75.4185	84.8713	97.2862	70.0071	68.3816	74.8478	89.8796	63.0	54.2421	47.3333	71.8571	0.0	0.0	0.0	0.0	0.0	74.2436	100.1844	97.6457	88.5068	91.7488	102.0536
sub-2_ses-27_T1w	39.4933	44.568	85.4965	63.1486	88.6171	79.0897	87.0427	98.1958	47.5828	33.098	82.4838	71.0083	72.2781	51.307	77.5608	90.1359	66.0769	53.9105	37.4683	44.5696	85.4332	64.2105	86.5719	76.4126	84.8904	96.0996	70.2476	70.1602	75.6369	88.7177	63.0	56.514	0.0	72.6018	0.0	0.0	0.0	0.0	0.0	72.9511	102.2165	93.053	87.2	94.9359	100.5023
sub-2_ses-28_T1w	36.4907	42.2494	83.1922	61.307	86.2361	77.6473	86.1433	97.7604	44.1981	31.8656	81.3442	70.4386	70.6206	50.1314	76.2039	89.1571	64.5	53.0084	34.5514	41.5164	83.1579	60.1413	87.2022	76.2113	84.3158	96.5592	69.1186	70.4521	74.5305	89.1247	60.8889	55.0194	0.0	72.7833	0.0	0.0	0.0	0.0	0.0	74.1401	100.2863	91.7363	86.4551	88.783	102.2694
sub-2_ses-29_T1w	41.0193	43.4856	84.4299	62.2191	88.7137	81.8824	88.6051	100.1791	48.2249	33.7017	82.9809	71.3063	70.6759	52.7448	79.0515	91.8189	0.0	55.0209	37.7558	43.7349	84.4232	62.1543	87.6089	77.8656	88.2827	99.7735	71.107	70.9815	77.1205	89.9828	65.0	55.4009	0.0	71.8408	0.0	0.0	0.0	0.0	0.0	75.0387	102.2767	93.118	85.8246	89.4453	102.5638
sub-2_ses-30_T1w	40.2347	43.7199	85.5989	63.0834	86.8196	80.2369	87.5353	100.0291	49.2141	33.6894	81.8449	71.1705	72.3106	53.0247	77.9904	90.3694	65.0	55.5854	38.562	44.2901	85.5553	62.7864	87.0746	77.1918	86.808	97.8683	70.7439	70.0742	75.7487	89.0735	66.0	54.8852	0.0	73.1928	0.0	0.0	0.0	0.0	0.0	75.7318	101.0786	93.2125	86.6578	89.0047	99.9971
sub-2_ses-31_T1w	36.3947	43.2182	84.0965	60.5639	86.3468	76.3708	85.5653	97.7813	45.4086	31.169	83.568	70.2374	69.4912	48.956	75.0196	90.5044	65.3529	50.9135	34.507	45.5601	85.411	62.05	86.5513	77.2326	84.36	97.5332	70.5366	68.0502	76.9309	90.621	61.8	55.6304	0.0	70.773	0.0	0.0	0.0	0.0	0.0	76.6913	99.9795	95.7759	87.488	93.1497	99.7738
sub-2_ses-32_T1w	36.7719	40.8166	84.2658	61.1454	87.7057	78.5905	86.7332	98.1509	47.5558	31.8939	83.0424	70.3919	72.9227	50.1333	77.6479	90.6961	66.1538	52.8363	34.1974	42.1182	84.4869	62.6606	87.5542	75.6125	83.7838	95.5059	70.1898	69.9871	74.5349	89.5707	62.6667	53.55	48.0	71.7016	0.0	0.0	0.0	0.0	0.0	76.275	101.9092	97.4027	87.9876	88.2865	102.059
sub-2_ses-33_T1w	37.5218	42.8066	83.9612	60.9278	87.6342	78.1322	86.5263	98.0573	47.1455	31.8652	81.8232	70.1368	70.9655	50.0783	75.032	90.2617	66.25	53.0924	35.7933	43.4016	84.364	61.2186	86.4514	76.2592	84.8151	97.2152	69.7673	68.9679	73.8918	88.6658	64.0	55.31	0.0	72.0069	0.0	0.0	0.0	0.0	0.0	75.1758	101.7301	92.8591	86.4087	95.4122	103.0009
sub-2_ses-34_T1w	38.4822	44.3271	83.8518	61.7998	86.2213	79.3797	88.0833	98.4643	48.2035	34.3372	82.7783	70.7384	72.5257	53.0253	76.5148	88.7934	64.25	54.9301	36.5094	43.7917	85.3289	63.4496	87.0624	78.0595	85.822	96.5088	71.179	68.7149	76.35	89.2453	62.3333	53.68	0.0	71.6656	0.0	0.0	0.0	0.0	0.0	72.8077	99.6271	94.6502	85.5799	90.657	98.2816
sub-2_ses-35_T1w	33.9458	41.6304	82.9018	59.9211	83.5858	77.4093	85.8665	98.091	42.2134	29.3306	81.5942	69.5107	70.2292	45.0369	74.7318	88.2221	62.3333	50.9569	31.5203	39.3571	83.3901	60.6201	85.1661	74.2432	82.8719	96.033	66.3688	66.4365	73.9375	88.6675	61.0	52.9257	43.3	72.1914	0.0	0.0	0.0	0.0	0.0	74.1714	100.2139	90.3072	85.3727	92.4913	102.893
sub-2_ses-36_T1w	40.0429	44.6961	86.4381	64.8533	87.6109	80.5306	89.8797	100.6173	47.3288	34.6388	85.2439	73.1449	74.7733	54.4047	77.9026	91.926	67.0	51.8168	38.1729	44.2936	85.8579	63.4579	89.824	79.5931	89.5186	101.8342	72.0969	73.9202	78.3733	91.6941	66.6667	57.7684	47.3333	72.3349	0.0	0.0	0.0	0.0	0.0	76.4832	100.089	96.9909	88.4203	100.4147	100.5908
sub-2_ses-37_T1w	42.7786	46.7131	84.5426	64.0578	87.5811	79.3385	88.5592	98.2284	51.5815	37.7979	84.4743	72.9937	73.9624	57.7109	76.6338	90.1628	67.1	52.1034	41.9049	47.6838	86.0562	64.6814	90.5254	80.1166	90.5845	101.6585	74.6876	74.8294	79.4535	92.7514	69.25	56.9975	0.0	73.4033	0.0	0.0	0.0	0.0	0.0	74.7531	98.0592	92.5046	86.3491	94.5014	100.9556
sub-2_ses-38_T1w	40.6016	46.5743	85.1866	63.4772	87.9886	79.0238	88.6299	99.182	48.6779	35.3105	83.9981	72.6362	73.608	55.5461	76.2851	91.9217	67.1538	54.0646	39.3343	47.0041	85.3628	64.2671	89.7756	79.3013	88.084	100.4687	72.9706	72.3025	78.3189	92.1231	66.0	57.2531	0.0	71.8861	0.0	0.0	0.0	0.0	0.0	72.7588	100.003	91.5032	85.735	93.7072	99.3536
sub-2_ses-39_T1w	42.6702	45.4046	84.8219	62.8644	87.3714	80.0845	90.4891	101.0104	51.7329	35.5704	83.3867	73.3254	74.8603	56.3769	78.3825	90.6858	69.3846	52.9841	41.1	47.0627	85.6065	63.7266	89.2298	80.5208	89.0659	101.0775	73.89	72.9445	79.889	92.0008	65.0	57.3118	0.0	72.3698	0.0	0.0	0.0	0.0	0.0	75.4417	99.9118	91.8824	84.8685	88.2707	102.532
sub-2_ses-40_T1w	43.9711	45.8807	85.1654	64.0734	89.7408	81.1463	90.6007	99.9797	52.3866	37.4744	84.6802	74.5515	75.8834	57.8791	80.0169	92.8005	70.0	52.7101	42.9829	47.0841	85.1796	64.3179	89.9936	80.9762	91.1882	101.2057	75.1973	76.2758	82.0703	92.5456	66.0	57.2789	0.0	70.3997	0.0	0.0	0.0	0.0	0.0	76.9774	98.774	91.8895	88.0019	88.8929	96.198
